,害蟲名稱,縣市,鄉鎮,年度,月份,旬,平均值,ID,date,St
821,斜紋夜蛾,宜蘭縣,三星地區,2013,6,3,14.3,C1U660,2013-06-21,C1U660
822,斜紋夜蛾,台南市,官田區,2013,6,3,22.0,C0O900,2013-06-21,C0O900
823,斜紋夜蛾,台中市,霧峰區,2013,6,3,18.0,C1F9B1,2013-06-21,C1F9B1
824,斜紋夜蛾,台中市,龍井區,2013,6,3,182.7,467770,2013-06-21,467770
825,斜紋夜蛾,台中市,大甲區,2013,6,3,5.7,C0F930,2013-06-21,C0F930
826,斜紋夜蛾,彰化縣,福興鄉,2013,6,2,0.0,C0G640,2013-06-11,C0G640
827,斜紋夜蛾,彰化縣,田尾鄉,2013,6,2,0.0,C0G840,2013-06-11,C0G840
828,斜紋夜蛾,彰化縣,大城鄉,2013,6,2,0.0,C0G840,2013-06-11,C0G840
829,斜紋夜蛾,新竹縣,竹北市,2013,6,2,0.0,467571,2013-06-11,467571
830,斜紋夜蛾,新北市,蘆洲區,2013,6,2,0.0,C0ACA0,2013-06-11,C0ACA0
831,斜紋夜蛾,雲林縣,褒忠鄉,2013,6,2,0.0,C0K250,2013-06-11,C0K250
832,斜紋夜蛾,高雄市,岡山區,2013,6,2,0.0,C0V670,2013-06-11,C0V670
833,斜紋夜蛾,苗栗縣,後龍鎮,2013,6,2,0.0,C0E750,2013-06-11,C0E750
834,斜紋夜蛾,苗栗縣,公館鄉,2013,6,2,0.0,C0E780,2013-06-11,C0E780
835,斜紋夜蛾,花蓮縣,新秀地區,2013,6,2,0.0,466990,2013-06-11,466990
836,斜紋夜蛾,花蓮縣,吉安鄉,2013,6,2,0.0,466990,2013-06-11,466990
837,斜紋夜蛾,宜蘭縣,三星地區,2013,6,2,0.0,C1U660,2013-06-11,C1U660
838,斜紋夜蛾,台南市,官田區,2013,6,2,0.0,C0O900,2013-06-11,C0O900
839,斜紋夜蛾,台中市,霧峰區,2013,6,2,0.0,C1F9B1,2013-06-11,C1F9B1
840,斜紋夜蛾,台中市,龍井區,2013,6,2,0.0,467770,2013-06-11,467770
841,斜紋夜蛾,台中市,大甲區,2013,6,2,0.0,C0F930,2013-06-11,C0F930
842,斜紋夜蛾,彰化縣,福興鄉,2013,5,3,3.7,C0G640,2013-05-21,C0G640
843,斜紋夜蛾,彰化縣,田尾鄉,2013,5,3,11.7,C0G840,2013-05-21,C0G840
844,斜紋夜蛾,彰化縣,大城鄉,2013,5,3,45.3,C0G840,2013-05-21,C0G840
845,斜紋夜蛾,新竹縣,竹北市,2013,5,3,4.0,467571,2013-05-21,467571
846,斜紋夜蛾,新北市,蘆洲區,2013,5,3,9.0,C0ACA0,2013-05-21,C0ACA0
847,斜紋夜蛾,雲林縣,褒忠鄉,2013,5,3,8.0,C0K250,2013-05-21,C0K250
848,斜紋夜蛾,高雄市,岡山區,2013,5,3,2.3,C0V670,2013-05-21,C0V670
849,斜紋夜蛾,苗栗縣,後龍鎮,2013,5,3,28.3,C0E750,2013-05-21,C0E750
850,斜紋夜蛾,苗栗縣,公館鄉,2013,5,3,3.0,C0E780,2013-05-21,C0E780
851,斜紋夜蛾,花蓮縣,新秀地區,2013,5,3,26.7,466990,2013-05-21,466990
852,斜紋夜蛾,花蓮縣,吉安鄉,2013,5,3,9.7,466990,2013-05-21,466990
853,斜紋夜蛾,宜蘭縣,三星地區,2013,5,3,22.3,C1U660,2013-05-21,C1U660
854,斜紋夜蛾,台南市,官田區,2013,5,3,6.7,C0O900,2013-05-21,C0O900
855,斜紋夜蛾,台中市,霧峰區,2013,5,3,9.3,C1F9B1,2013-05-21,C1F9B1
856,斜紋夜蛾,台中市,龍井區,2013,5,3,111.0,467770,2013-05-21,467770
857,斜紋夜蛾,台中市,大甲區,2013,5,3,8.3,C0F930,2013-05-21,C0F930
858,斜紋夜蛾,彰化縣,福興鄉,2013,5,2,4.0,C0G640,2013-05-11,C0G640
859,斜紋夜蛾,彰化縣,田尾鄉,2013,5,2,6.7,C0G840,2013-05-11,C0G840
860,斜紋夜蛾,彰化縣,大城鄉,2013,5,2,30.7,C0G840,2013-05-11,C0G840
861,斜紋夜蛾,新竹縣,竹北市,2013,5,2,4.7,467571,2013-05-11,467571
862,斜紋夜蛾,新北市,蘆洲區,2013,5,2,21.0,C0ACA0,2013-05-11,C0ACA0
863,斜紋夜蛾,雲林縣,褒忠鄉,2013,5,2,12.7,C0K250,2013-05-11,C0K250
864,斜紋夜蛾,高雄市,岡山區,2013,5,2,3.7,C0V670,2013-05-11,C0V670
865,斜紋夜蛾,桃園縣,八德市,2013,5,2,11.0,C0C490,2013-05-11,C0C490
866,斜紋夜蛾,苗栗縣,後龍鎮,2013,5,2,17.0,C0E750,2013-05-11,C0E750
867,斜紋夜蛾,花蓮縣,新秀地區,2013,5,2,28.0,466990,2013-05-11,466990
868,斜紋夜蛾,花蓮縣,吉安鄉,2013,5,2,10.3,466990,2013-05-11,466990
869,斜紋夜蛾,宜蘭縣,三星地區,2013,5,2,13.7,C1U660,2013-05-11,C1U660
870,斜紋夜蛾,台南市,官田區,2013,5,2,4.7,C0O900,2013-05-11,C0O900
871,斜紋夜蛾,台中市,霧峰區,2013,5,2,16.7,C1F9B1,2013-05-11,C1F9B1
872,斜紋夜蛾,台中市,龍井區,2013,5,2,138.7,467770,2013-05-11,467770
873,斜紋夜蛾,台中市,大甲區,2013,5,2,4.7,C0F930,2013-05-11,C0F930
874,斜紋夜蛾,彰化縣,福興鄉,2013,5,1,4.7,C0G640,2013-05-01,C0G640
875,斜紋夜蛾,彰化縣,田尾鄉,2013,5,1,11.7,C0G840,2013-05-01,C0G840
876,斜紋夜蛾,彰化縣,大城鄉,2013,5,1,24.0,C0G840,2013-05-01,C0G840
877,斜紋夜蛾,新竹縣,竹北市,2013,5,1,4.3,467571,2013-05-01,467571
878,斜紋夜蛾,新北市,蘆洲區,2013,5,1,9.7,C0ACA0,2013-05-01,C0ACA0
879,斜紋夜蛾,雲林縣,褒忠鄉,2013,5,1,9.7,C0K250,2013-05-01,C0K250
880,斜紋夜蛾,高雄市,岡山區,2013,5,1,4.0,C0V670,2013-05-01,C0V670
881,斜紋夜蛾,苗栗縣,後龍鎮,2013,5,1,11.3,C0E750,2013-05-01,C0E750
882,斜紋夜蛾,花蓮縣,新秀地區,2013,5,1,25.0,466990,2013-05-01,466990
883,斜紋夜蛾,花蓮縣,吉安鄉,2013,5,1,9.7,466990,2013-05-01,466990
884,斜紋夜蛾,宜蘭縣,三星地區,2013,5,1,5.0,C1U660,2013-05-01,C1U660
885,斜紋夜蛾,台南市,官田區,2013,5,1,15.3,C0O900,2013-05-01,C0O900
886,斜紋夜蛾,台中市,霧峰區,2013,5,1,29.3,C1F9B1,2013-05-01,C1F9B1
887,斜紋夜蛾,台中市,龍井區,2013,5,1,100.7,467770,2013-05-01,467770
888,斜紋夜蛾,台中市,大甲區,2013,5,1,2.7,C0F930,2013-05-01,C0F930
889,斜紋夜蛾,彰化縣,福興鄉,2013,4,3,5.0,C0G640,2013-04-21,C0G640
890,斜紋夜蛾,彰化縣,田尾鄉,2013,4,3,8.3,C0G840,2013-04-21,C0G840
891,斜紋夜蛾,彰化縣,大城鄉,2013,4,3,14.0,C0G840,2013-04-21,C0G840
892,斜紋夜蛾,新竹縣,竹北市,2013,4,3,8.0,467571,2013-04-21,467571
893,斜紋夜蛾,新北市,蘆洲區,2013,4,3,7.7,C0ACA0,2013-04-21,C0ACA0
894,斜紋夜蛾,雲林縣,褒忠鄉,2013,4,3,5.0,C0K250,2013-04-21,C0K250
895,斜紋夜蛾,高雄市,岡山區,2013,4,3,4.3,C0V670,2013-04-21,C0V670
896,斜紋夜蛾,苗栗縣,後龍鎮,2013,4,3,9.3,C0E750,2013-04-21,C0E750
897,斜紋夜蛾,花蓮縣,新秀地區,2013,4,3,25.3,466990,2013-04-21,466990
898,斜紋夜蛾,花蓮縣,吉安鄉,2013,4,3,11.7,466990,2013-04-21,466990
899,斜紋夜蛾,宜蘭縣,三星地區,2013,4,3,4.0,C1U660,2013-04-21,C1U660
900,斜紋夜蛾,台南市,官田區,2013,4,3,9.3,C0O900,2013-04-21,C0O900
901,斜紋夜蛾,台中市,霧峰區,2013,4,3,20.0,C1F9B1,2013-04-21,C1F9B1
902,斜紋夜蛾,台中市,龍井區,2013,4,3,49.0,467770,2013-04-21,467770
903,斜紋夜蛾,台中市,大甲區,2013,4,3,2.0,C0F930,2013-04-21,C0F930
904,斜紋夜蛾,彰化縣,福興鄉,2013,4,2,6.3,C0G640,2013-04-11,C0G640
905,斜紋夜蛾,彰化縣,大城鄉,2013,4,2,12.7,C0G840,2013-04-11,C0G840
906,斜紋夜蛾,新竹縣,竹北市,2013,4,2,5.0,467571,2013-04-11,467571
907,斜紋夜蛾,新北市,蘆洲區,2013,4,2,14.7,C0ACA0,2013-04-11,C0ACA0
908,斜紋夜蛾,雲林縣,褒忠鄉,2013,4,2,14.0,C0K250,2013-04-11,C0K250
909,斜紋夜蛾,高雄市,岡山區,2013,4,2,2.7,C0V670,2013-04-11,C0V670
910,斜紋夜蛾,苗栗縣,後龍鎮,2013,4,2,6.0,C0E750,2013-04-11,C0E750
911,斜紋夜蛾,花蓮縣,新秀地區,2013,4,2,20.0,466990,2013-04-11,466990
912,斜紋夜蛾,花蓮縣,吉安鄉,2013,4,2,9.3,466990,2013-04-11,466990
913,斜紋夜蛾,宜蘭縣,三星地區,2013,4,2,5.3,C1U660,2013-04-11,C1U660
914,斜紋夜蛾,台南市,官田區,2013,4,2,16.7,C0O900,2013-04-11,C0O900
915,斜紋夜蛾,台中市,霧峰區,2013,4,2,24.7,C1F9B1,2013-04-11,C1F9B1
916,斜紋夜蛾,台中市,龍井區,2013,4,2,49.0,467770,2013-04-11,467770
917,斜紋夜蛾,台中市,大甲區,2013,4,2,1.7,C0F930,2013-04-11,C0F930
918,斜紋夜蛾,彰化縣,福興鄉,2013,4,1,6.0,C0G640,2013-04-01,C0G640
919,斜紋夜蛾,彰化縣,田尾鄉,2013,4,1,6.7,C0G840,2013-04-01,C0G840
920,斜紋夜蛾,彰化縣,大城鄉,2013,4,1,10.0,C0G840,2013-04-01,C0G840
921,斜紋夜蛾,新竹縣,竹北市,2013,4,1,3.7,467571,2013-04-01,467571
922,斜紋夜蛾,新北市,蘆洲區,2013,4,1,36.7,C0ACA0,2013-04-01,C0ACA0
923,斜紋夜蛾,雲林縣,褒忠鄉,2013,4,1,0.0,C0K250,2013-04-01,C0K250
924,斜紋夜蛾,高雄市,岡山區,2013,4,1,4.7,C0V670,2013-04-01,C0V670
925,斜紋夜蛾,桃園縣,八德市,2013,4,1,11.0,C0C490,2013-04-01,C0C490
926,斜紋夜蛾,苗栗縣,後龍鎮,2013,4,1,5.7,C0E750,2013-04-01,C0E750
927,斜紋夜蛾,花蓮縣,新秀地區,2013,4,1,20.3,466990,2013-04-01,466990
928,斜紋夜蛾,花蓮縣,吉安鄉,2013,4,1,9.3,466990,2013-04-01,466990
929,斜紋夜蛾,宜蘭縣,三星地區,2013,4,1,3.0,C1U660,2013-04-01,C1U660
930,斜紋夜蛾,台南市,官田區,2013,4,1,16.7,C0O900,2013-04-01,C0O900
931,斜紋夜蛾,台中市,霧峰區,2013,4,1,24.3,C1F9B1,2013-04-01,C1F9B1
932,斜紋夜蛾,台中市,龍井區,2013,4,1,24.7,467770,2013-04-01,467770
933,斜紋夜蛾,台中市,大甲區,2013,4,1,3.3,C0F930,2013-04-01,C0F930
934,斜紋夜蛾,彰化縣,福興鄉,2013,3,3,11.3,C0G640,2013-03-21,C0G640
935,斜紋夜蛾,彰化縣,田尾鄉,2013,3,3,11.7,C0G840,2013-03-21,C0G840
936,斜紋夜蛾,彰化縣,大城鄉,2013,3,3,12.7,C0G840,2013-03-21,C0G840
937,斜紋夜蛾,新竹縣,竹北市,2013,3,3,3.0,467571,2013-03-21,467571
938,斜紋夜蛾,新北市,蘆洲區,2013,3,3,6.7,C0ACA0,2013-03-21,C0ACA0
939,斜紋夜蛾,雲林縣,褒忠鄉,2013,3,3,0.0,C0K250,2013-03-21,C0K250
940,斜紋夜蛾,高雄市,岡山區,2013,3,3,3.3,C0V670,2013-03-21,C0V670
941,斜紋夜蛾,花蓮縣,新秀地區,2013,3,3,20.3,466990,2013-03-21,466990
942,斜紋夜蛾,花蓮縣,吉安鄉,2013,3,3,6.7,466990,2013-03-21,466990
943,斜紋夜蛾,宜蘭縣,三星地區,2013,3,3,4.0,C1U660,2013-03-21,C1U660
944,斜紋夜蛾,台南市,官田區,2013,3,3,2.0,C0O900,2013-03-21,C0O900
945,斜紋夜蛾,台中市,霧峰區,2013,3,3,14.3,C1F9B1,2013-03-21,C1F9B1
946,斜紋夜蛾,台中市,龍井區,2013,3,3,23.3,467770,2013-03-21,467770
947,斜紋夜蛾,台中市,大甲區,2013,3,3,3.0,C0F930,2013-03-21,C0F930
948,斜紋夜蛾,彰化縣,福興鄉,2013,3,2,8.0,C0G640,2013-03-11,C0G640
949,斜紋夜蛾,彰化縣,田尾鄉,2013,3,2,10.0,C0G840,2013-03-11,C0G840
950,斜紋夜蛾,彰化縣,大城鄉,2013,3,2,12.3,C0G840,2013-03-11,C0G840
951,斜紋夜蛾,新竹縣,竹北市,2013,3,2,4.7,467571,2013-03-11,467571
952,斜紋夜蛾,新北市,蘆洲區,2013,3,2,4.7,C0ACA0,2013-03-11,C0ACA0
953,斜紋夜蛾,雲林縣,褒忠鄉,2013,3,2,0.0,C0K250,2013-03-11,C0K250
954,斜紋夜蛾,高雄市,岡山區,2013,3,2,4.7,C0V670,2013-03-11,C0V670
955,斜紋夜蛾,桃園縣,八德市,2013,3,2,10.3,C0C490,2013-03-11,C0C490
956,斜紋夜蛾,苗栗縣,後龍鎮,2013,3,2,5.0,C0E750,2013-03-11,C0E750
957,斜紋夜蛾,花蓮縣,新秀地區,2013,3,2,17.3,466990,2013-03-11,466990
958,斜紋夜蛾,花蓮縣,吉安鄉,2013,3,2,6.7,466990,2013-03-11,466990
959,斜紋夜蛾,宜蘭縣,三星地區,2013,3,2,3.7,C1U660,2013-03-11,C1U660
960,斜紋夜蛾,台南市,官田區,2013,3,2,2.0,C0O900,2013-03-11,C0O900
961,斜紋夜蛾,台中市,霧峰區,2013,3,2,16.3,C1F9B1,2013-03-11,C1F9B1
962,斜紋夜蛾,台中市,龍井區,2013,3,2,12.0,467770,2013-03-11,467770
963,斜紋夜蛾,台中市,大甲區,2013,3,2,0.7,C0F930,2013-03-11,C0F930
964,斜紋夜蛾,彰化縣,福興鄉,2013,3,1,7.7,C0G640,2013-03-01,C0G640
965,斜紋夜蛾,彰化縣,田尾鄉,2013,3,1,8.3,C0G840,2013-03-01,C0G840
966,斜紋夜蛾,彰化縣,大城鄉,2013,3,1,16.7,C0G840,2013-03-01,C0G840
967,斜紋夜蛾,新竹縣,竹北市,2013,3,1,5.3,467571,2013-03-01,467571
968,斜紋夜蛾,新北市,蘆洲區,2013,3,1,8.3,C0ACA0,2013-03-01,C0ACA0
969,斜紋夜蛾,雲林縣,褒忠鄉,2013,3,1,7.7,C0K250,2013-03-01,C0K250
970,斜紋夜蛾,高雄市,岡山區,2013,3,1,2.7,C0V670,2013-03-01,C0V670
971,斜紋夜蛾,苗栗縣,後龍鎮,2013,3,1,6.0,C0E750,2013-03-01,C0E750
972,斜紋夜蛾,花蓮縣,新秀地區,2013,3,1,11.3,466990,2013-03-01,466990
973,斜紋夜蛾,花蓮縣,吉安鄉,2013,3,1,8.3,466990,2013-03-01,466990
974,斜紋夜蛾,宜蘭縣,三星地區,2013,3,1,2.3,C1U660,2013-03-01,C1U660
975,斜紋夜蛾,台南市,官田區,2013,3,1,2.0,C0O900,2013-03-01,C0O900
976,斜紋夜蛾,台中市,霧峰區,2013,3,1,10.3,C1F9B1,2013-03-01,C1F9B1
977,斜紋夜蛾,台中市,龍井區,2013,3,1,0.7,467770,2013-03-01,467770
978,斜紋夜蛾,台中市,大甲區,2013,3,1,0.7,C0F930,2013-03-01,C0F930
979,斜紋夜蛾,彰化縣,福興鄉,2013,2,3,11.0,C0G640,2013-02-21,C0G640
980,斜紋夜蛾,彰化縣,田尾鄉,2013,2,3,8.3,C0G840,2013-02-21,C0G840
981,斜紋夜蛾,彰化縣,大城鄉,2013,2,3,20.7,C0G840,2013-02-21,C0G840
982,斜紋夜蛾,新竹縣,竹北市,2013,2,3,7.3,467571,2013-02-21,467571
983,斜紋夜蛾,新北市,蘆洲區,2013,2,3,6.0,C0ACA0,2013-02-21,C0ACA0
984,斜紋夜蛾,雲林縣,褒忠鄉,2013,2,3,13.0,C0K250,2013-02-21,C0K250
985,斜紋夜蛾,高雄市,岡山區,2013,2,3,6.3,C0V670,2013-02-21,C0V670
986,斜紋夜蛾,苗栗縣,後龍鎮,2013,2,3,4.3,C0E750,2013-02-21,C0E750
987,斜紋夜蛾,花蓮縣,新秀地區,2013,2,3,11.0,466990,2013-02-21,466990
988,斜紋夜蛾,花蓮縣,吉安鄉,2013,2,3,6.7,466990,2013-02-21,466990
989,斜紋夜蛾,宜蘭縣,三星地區,2013,2,3,2.3,C1U660,2013-02-21,C1U660
990,斜紋夜蛾,台南市,官田區,2013,2,3,20.0,C0O900,2013-02-21,C0O900
991,斜紋夜蛾,台中市,霧峰區,2013,2,3,16.7,C1F9B1,2013-02-21,C1F9B1
992,斜紋夜蛾,台中市,龍井區,2013,2,3,0.0,467770,2013-02-21,467770
993,斜紋夜蛾,台中市,大甲區,2013,2,3,0.7,C0F930,2013-02-21,C0F930
994,斜紋夜蛾,彰化縣,福興鄉,2013,2,2,12.7,C0G640,2013-02-11,C0G640
995,斜紋夜蛾,彰化縣,田尾鄉,2013,2,2,8.3,C0G840,2013-02-11,C0G840
996,斜紋夜蛾,彰化縣,大城鄉,2013,2,2,37.7,C0G840,2013-02-11,C0G840
997,斜紋夜蛾,新竹縣,竹北市,2013,2,2,8.7,467571,2013-02-11,467571
998,斜紋夜蛾,新北市,蘆洲區,2013,2,2,6.3,C0ACA0,2013-02-11,C0ACA0
999,斜紋夜蛾,花蓮縣,新秀地區,2013,2,2,5.3,466990,2013-02-11,466990
1000,斜紋夜蛾,花蓮縣,吉安鄉,2013,2,2,8.3,466990,2013-02-11,466990
1001,斜紋夜蛾,台中市,龍井區,2013,2,2,0.7,467770,2013-02-11,467770
1002,斜紋夜蛾,彰化縣,福興鄉,2013,2,1,18.7,C0G640,2013-02-01,C0G640
1003,斜紋夜蛾,彰化縣,大城鄉,2013,2,1,32.0,C0G840,2013-02-01,C0G840
1004,斜紋夜蛾,新竹縣,竹北市,2013,2,1,10.0,467571,2013-02-01,467571
1005,斜紋夜蛾,新北市,蘆洲區,2013,2,1,13.7,C0ACA0,2013-02-01,C0ACA0
1006,斜紋夜蛾,高雄市,岡山區,2013,2,1,4.0,C0V670,2013-02-01,C0V670
1007,斜紋夜蛾,苗栗縣,後龍鎮,2013,2,1,6.7,C0E750,2013-02-01,C0E750
1008,斜紋夜蛾,花蓮縣,新秀地區,2013,2,1,5.3,466990,2013-02-01,466990
1009,斜紋夜蛾,花蓮縣,吉安鄉,2013,2,1,10.7,466990,2013-02-01,466990
1010,斜紋夜蛾,台南市,官田區,2013,2,1,25.5,C0O900,2013-02-01,C0O900
1011,斜紋夜蛾,台中市,霧峰區,2013,2,1,28.3,C1F9B1,2013-02-01,C1F9B1
1012,斜紋夜蛾,台中市,龍井區,2013,2,1,2.7,467770,2013-02-01,467770
1013,斜紋夜蛾,台中市,大甲區,2013,2,1,0.0,C0F930,2013-02-01,C0F930
1014,斜紋夜蛾,彰化縣,福興鄉,2013,1,3,9.0,C0G640,2013-01-21,C0G640
1015,斜紋夜蛾,彰化縣,田尾鄉,2013,1,3,8.3,C0G840,2013-01-21,C0G840
1016,斜紋夜蛾,彰化縣,大城鄉,2013,1,3,35.0,C0G840,2013-01-21,C0G840
1017,斜紋夜蛾,新竹縣,竹北市,2013,1,3,5.0,467571,2013-01-21,467571
1018,斜紋夜蛾,新北市,蘆洲區,2013,1,3,24.7,C0ACA0,2013-01-21,C0ACA0
1019,斜紋夜蛾,雲林縣,褒忠鄉,2013,1,3,3.0,C0K250,2013-01-21,C0K250
1020,斜紋夜蛾,高雄市,岡山區,2013,1,3,2.0,C0V670,2013-01-21,C0V670
1021,斜紋夜蛾,桃園縣,八德市,2013,1,3,10.0,C0C490,2013-01-21,C0C490
1022,斜紋夜蛾,苗栗縣,後龍鎮,2013,1,3,3.3,C0E750,2013-01-21,C0E750
1023,斜紋夜蛾,花蓮縣,新秀地區,2013,1,3,4.3,466990,2013-01-21,466990
1024,斜紋夜蛾,花蓮縣,吉安鄉,2013,1,3,8.0,466990,2013-01-21,466990
1025,斜紋夜蛾,宜蘭縣,三星地區,2013,1,3,3.3,C1U660,2013-01-21,C1U660
1026,斜紋夜蛾,台南市,官田區,2013,1,3,47.7,C0O900,2013-01-21,C0O900
1027,斜紋夜蛾,台中市,霧峰區,2013,1,3,40.3,C1F9B1,2013-01-21,C1F9B1
1028,斜紋夜蛾,台中市,龍井區,2013,1,3,4.3,467770,2013-01-21,467770
1029,斜紋夜蛾,台中市,大甲區,2013,1,3,0.0,C0F930,2013-01-21,C0F930
1030,斜紋夜蛾,彰化縣,福興鄉,2013,1,2,12.0,C0G640,2013-01-11,C0G640
1031,斜紋夜蛾,彰化縣,田尾鄉,2013,1,2,5.0,C0G840,2013-01-11,C0G840
1032,斜紋夜蛾,彰化縣,大城鄉,2013,1,2,42.7,C0G840,2013-01-11,C0G840
1033,斜紋夜蛾,新竹縣,竹北市,2013,1,2,3.7,467571,2013-01-11,467571
1034,斜紋夜蛾,新北市,蘆洲區,2013,1,2,29.3,C0ACA0,2013-01-11,C0ACA0
1035,斜紋夜蛾,雲林縣,褒忠鄉,2013,1,2,13.3,C0K250,2013-01-11,C0K250
1036,斜紋夜蛾,高雄市,岡山區,2013,1,2,3.7,C0V670,2013-01-11,C0V670
1037,斜紋夜蛾,桃園縣,八德市,2013,1,2,9.7,C0C490,2013-01-11,C0C490
1038,斜紋夜蛾,苗栗縣,後龍鎮,2013,1,2,3.7,C0E750,2013-01-11,C0E750
1039,斜紋夜蛾,花蓮縣,新秀地區,2013,1,2,6.0,466990,2013-01-11,466990
1040,斜紋夜蛾,花蓮縣,吉安鄉,2013,1,2,9.7,466990,2013-01-11,466990
1041,斜紋夜蛾,宜蘭縣,三星地區,2013,1,2,0.7,C1U660,2013-01-11,C1U660
1042,斜紋夜蛾,台南市,官田區,2013,1,2,140.7,C0O900,2013-01-11,C0O900
1043,斜紋夜蛾,台中市,霧峰區,2013,1,2,37.3,C1F9B1,2013-01-11,C1F9B1
1044,斜紋夜蛾,台中市,龍井區,2013,1,2,7.7,467770,2013-01-11,467770
1045,斜紋夜蛾,台中市,大甲區,2013,1,2,1.0,C0F930,2013-01-11,C0F930
1046,斜紋夜蛾,彰化縣,福興鄉,2013,1,1,15.3,C0G640,2013-01-01,C0G640
1047,斜紋夜蛾,彰化縣,田尾鄉,2013,1,1,6.7,C0G840,2013-01-01,C0G840
1048,斜紋夜蛾,彰化縣,大城鄉,2013,1,1,19.3,C0G840,2013-01-01,C0G840
1049,斜紋夜蛾,新竹縣,竹北市,2013,1,1,2.7,467571,2013-01-01,467571
1050,斜紋夜蛾,新北市,蘆洲區,2013,1,1,21.0,C0ACA0,2013-01-01,C0ACA0
1051,斜紋夜蛾,雲林縣,褒忠鄉,2013,1,1,29.0,C0K250,2013-01-01,C0K250
1052,斜紋夜蛾,高雄市,岡山區,2013,1,1,2.7,C0V670,2013-01-01,C0V670
1053,斜紋夜蛾,桃園縣,八德市,2013,1,1,10.7,C0C490,2013-01-01,C0C490
1054,斜紋夜蛾,苗栗縣,後龍鎮,2013,1,1,2.7,C0E750,2013-01-01,C0E750
1055,斜紋夜蛾,苗栗縣,公館鄉,2013,1,1,4.3,C0E780,2013-01-01,C0E780
1056,斜紋夜蛾,花蓮縣,新秀地區,2013,1,1,5.7,466990,2013-01-01,466990
1057,斜紋夜蛾,花蓮縣,吉安鄉,2013,1,1,13.0,466990,2013-01-01,466990
1058,斜紋夜蛾,宜蘭縣,三星地區,2013,1,1,2.0,C1U660,2013-01-01,C1U660
1059,斜紋夜蛾,台南市,官田區,2013,1,1,118.0,C0O900,2013-01-01,C0O900
1060,斜紋夜蛾,台中市,霧峰區,2013,1,1,31.0,C1F9B1,2013-01-01,C1F9B1
1061,斜紋夜蛾,台中市,龍井區,2013,1,1,10.7,467770,2013-01-01,467770
1062,斜紋夜蛾,台中市,大甲區,2013,1,1,1.0,C0F930,2013-01-01,C0F930
